304694,2017-03-22,272.45,"Sobe - Cranberry Grapefruit,2.02,18.94","Sauce - White, Mix,1.03,1.95","Cheese - Cheddar, Old White,1.80,11.98","Cake - French Pear Tart,1.96,10.32","Cake - Night And Day Choclate,1.59,1.85","Halibut - Whole, Fresh,3.49,3.22","Lamb Shoulder Boneless Nz,1.91,18.63","Nut - Almond, Blanched, Whole,4.03,18.86","Flavouring - Rum,1.79,12.26","Nantucket Cranberry Juice,2.67,10.56","Tomato Paste,3.09,1.45","Lamb - Shoulder, Boneless,2.50,4.50","Lamb - Ground,2.23,10.80","Capon - Whole,4.07,9.88","Container - Hngd Cll Blk 7x7x3,2.44,22.05","Salmon - Atlantic, No Skin,3.19,24.08","Lamb - Bones,1.60,10.80","Cheese - Cheddar With Claret,1.41,7.57","Grapes - Red,3.07,27.08","Beef - Rib Eye Aaa,4.01,13.91","Yams,3.00,10.40","Wine - Riesling Alsace Ac 2001,4.04,2.91","Salt - Kosher,2.02,18.45",0,0,0,0,0,0 
419094,2018-01-22,114.69,"Bar - Sweet And Salty Chocolate,1.22,0.58","Ranchero - Primerba, Paste,2.03,17.61","Pie Filling - Cherry,2.69,15.00","Skewers - Bamboo,2.98,24.73","Oven Mitt - 13 Inch,1.48,7.58","Glycerine,2.87,19.64","Buffalo - Tenderloin,2.64,1.61","Creme De Cacao Mcguines,1.59,2.30","Coconut - Shredded, Sweet,1.28,0.94","Scallops 60/80 Iqf,3.84,11.30","Muffin Hinge Container 6,1.04,0.60","Ranchero - Primerba, Paste,1.47,12.79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133239,2018-02-10,86.31,"Tart Shells - Barquettes, Savory,1.91,17.90","Mackerel Whole Fresh,1.54,10.06","Tea - Green,4.07,19.82","Calypso - Pineapple Passion,3.12,24.05","Flour - Strong,1.32,5.26","Wine - Red, Cooking,2.27,9.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133239,2018-02-24,225.04,"Pomegranates,1.04,5.81","Salmon - Atlantic, No Skin,3.66,12.60","Water - San Pellegrino,2.42,9.27","Cookie Dough - Chocolate Chip,1.77,8.76","Salmon - Canned,3.63,8.34","Lettuce - Escarole,4.14,16.33","Yogurt - Peach, 175 Gr,3.13,24.09","Capicola - Hot,2.69,16.49","Cod - Salted, Boneless,2.39,3.23","Mushroom - Morels, Dry,1.47,11.16","Sambuca - Opal Nera,3.96,20.34","Longos - Penne With Pesto,1.13,8.81","Turkey - Ground. Lean,3.96,12.80","Lid - High Heat, Super Clear,3.22,9.49","Cheese - Swiss Sliced,2.48,12.29","Yogurt - Peach, 175 Gr,2.04,15.65","Latex Rubber Gloves Size 9,3.89,29.59",0,0,0,0,0,0,0,0,0,0,0,0
133239,2018-02-24,200.15,"Sugar - Crumb,2.43,24.23","Pepsi - 600ml,3.22,23.39","Soup Campbells Turkey Veg.,1.59,9.21","Garlic - Primerba, Paste,4.20,26.86","Butter Ripple - Phillips,3.04,25.84","Pasta - Orzo, Dry,2.92,7.25","Tomato - Plum With Basil,3.16,13.95","Isomalt,1.35,1.75","Lettuce - Escarole,2.77,10.91","Coffee - Flavoured,2.43,6.00","Beef Tenderloin Aaa,2.79,25.66","Curry Powder,2.36,7.56","Five Alive Citrus,3.36,14.26","Cheese - Cheddar, Medium,1.04,3.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788120,2017-03-04,229.33,"Wine - White, Colubia Cresh,2.84,11.95","Syrup - Monin, Irish Cream,3.81,17.12","Sloe Gin - Mcguinness,1.99,1.32","Wine - Montecillo Rioja Crianza,3.02,20.29","Lid - 3oz Med Rec,2.35,14.65","Juice - Cranberry, 341 Ml,2.02,10.52","Curry Powder,2.03,8.80","Bread Base - Italian,1.11,8.42","Wine - Montecillo Rioja Crianza,2.74,18.41","Syrup - Monin, Amaretta,3.28,25.44","Sugar - Sweet N Low, Individual,3.40,7.04","Nectarines,3.91,24.97","Wakami Seaweed,1.12,1.09","Apricots Fresh,2.91,28.85","Bandage - Flexible Neon,3.50,30.46",0,0,0,0,0,0,0,0,0,0,0,0,0,0
788120,2017-05-04,185.19,"Pepper - Green, Chili,2.57,24.92","Chicken - Whole Fryers,2.83,18.52","Wine - Red, Mouton Cadet,3.52,23.53","Juice - Lagoon Mango,2.13,5.04","Peppercorns - Pink,3.64,27.05","Bread - Hamburger Buns,3.28,15.59","Wine - White, French Cross,1.64,14.53","Teriyaki Sauce,1.52,1.10","Chervil - Fresh,1.49,5.42","Garlic - Primerba, Paste,3.38,21.64","Pepper - Cubanelle,1.04,1.47","Cheese - Cambozola,1.06,8.46","Longos - Grilled Veg Sandwiches,2.03,17.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115921,2017-09-29,333.42,"Wine - Montecillo Rioja Crianza,3.82,25.62","Water - Aquafina Vitamin,3.96,18.66","Sugar - Crumb,3.82,38.03","Veal - Insides, Grains,1.74,3.14","Mustard - Dijon,1.28,3.51","Juice - Lagoon Mango,2.33,5.52","Bar - Sweet And Salty Chocolate,2.76,1.32","Pomegranates,1.53,8.54","Towel Multifold,1.05,4.91","Honey - Comb,2.02,1.71","Egg - Salad Premix,3.85,15.48","Cheese - Swiss Sliced,3.23,16.01","Flour Dark Rye,3.00,28.76","Bread - Crusty Italian Poly,3.59,27.85","Sugar - Monocystal / Rock,1.24,5.01","Cheese - Valancey,3.64,9.28","Turkey - Breast, Smoked,2.39,19.05","Water - San Pellegrino,2.25,8.65","Cookies - Englishbay Wht,2.51,6.48","Salt And Pepper Mix - Black,2.53,12.53","Strawberries,2.25,18.11","Muffin Hinge Container 6,3.05,1.77","Sprouts - Peppercress,1.31,10.93","Spice - Montreal Steak Spice,3.38,17.08","Mustard - Dijon,3.21,8.79","Eggs - Extra Large,2.04,4.19","Rhubarb,2.42,10.44","Beer - Molson Excel,3.35,2.04",0
162677,2017-08-10,59.60,"Bandage - Flexible Neon,1.38,12.03","Lettuce - Escarole,1.92,14.66","Yoghurt Tubes,1.61,11.00","Sour Puss Sour Apple,3.81,21.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162677,2017-11-27,303.76,"Cake - Cheese Cake 9 Inch,2.17,13.49","Soup - French Onion,1.43,9.63","Radish - Black, Winter, Organic,2.96,24.47","Peppercorns - Pink,1.79,13.28","Veal - Slab Bacon,1.46,14.25","Yams,1.15,4.00","Blueberries - Frozen,1.13,0.91","Bag Clear 10 Lb,2.71,4.71","Ham - Cooked Italian,3.08,19.41","Bread - Raisin Walnut Oval,3.77,21.25","Otomegusa Dashi Konbu,1.19,8.39","Pomegranates,4.20,23.43","Chips - Assorted,3.20,26.17","Cheese - Mozzarella,2.78,13.27","Veal - Slab Bacon,1.97,19.16","Cheese - Mozzarella,2.37,11.30","Cheese - Cheddar, Mild,4.09,33.33","Oven Mitt - 13 Inch,2.43,12.45","Stock - Veal, Brown,2.40,13.75","Mustard - Dijon,1.11,3.04","Tomato Paste,3.88,1.82","Sauce - Oyster,2.70,12.26",0,0,0,0,0,0,0
162677,2018-02-11,179.18,"Shrimp - 16/20, Iqf, Shell On,2.64,19.28","Anisette - Mcguiness,1.33,8.82","Croissant, Raw - Mini,1.55,9.15","Halibut - Whole, Fresh,1.78,1.64","Cheese - Cheddar, Medium,2.72,8.56","Mushroom - Lg - Cello,3.08,16.00","Truffle - Peelings,1.25,0.82","Ranchero - Primerba, Paste,3.97,17.31","Beef - Tongue, Cooked,4.04,11.56","Chervil - Fresh,1.64,5.95","Nantucket - Kiwi Berry Cktl.,3.10,1.18","Butter Ripple - Phillips,3.17,26.99","Lemonade - Pineapple Passion,2.09,17.30","Placemat - Scallop, White,4.06,34.63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162677,2018-02-12,332.43,"Bar Nature Valley,2.50,7.31","Wine - Acient Coast Caberne,3.38,4.12","Coconut - Shredded, Sweet,2.57,1.88","Wine - Acient Coast Caberne,1.20,1.47","Asparagus - White, Canned,3.70,23.67","Lamb - Ground,1.29,6.23","Bread Crumbs - Panko,3.78,11.33","Pork - Hock And Feet Attached,2.67,9.20","Table Cloth 90x90 Colour,2.23,21.94","Bread - Italian Roll With Herbs,3.22,9.84","Five Alive Citrus,1.39,5.91","Mushroom - Lg - Cello,1.87,10.50","Flavouring - Rum,1.83,12.47","Chinese Foods - Pepper Beef,3.57,28.92","Numi - Assorted Teas,1.93,3.83","Cake - Cheese Cake 9 Inch,3.61,24.25","Plasticknivesblack,3.73,31.40","Gherkin,1.52,1.21","Yokaline,4.14,23.94","Pastry - Lemon Danish - Mini,1.56,9.19","Kiwi,3.35,14.58","Fenngreek Seed,3.17,7.54","Cheese - Swiss Sliced,3.91,19.39","Smoked Paprika,1.27,7.89","Tea - English Breakfast,1.83,2.59","Pork - Liver,3.99,11.98","Bar - Sweet And Salty Chocolate,2.48,1.19","Ginger - Pickled,1.97,18.67",0
625706,2017-03-19,433.85,"Wine - Shiraz South Eastern,1.56,11.13","Wine - Pinot Grigio Collavini,3.70,30.90","Pear - Halves,4.08,40.36","Eggs - Extra Large,2.47,5.07","Five Alive Citrus,4.10,17.43","Pork - Loin, Center Cut,3.48,24.50","Sprouts - Pea,1.35,4.87","Cheese - Valancey,1.81,16.88","Wine - White, French Cross,1.62,14.30","Brandy - Bar,1.19,0.68","Bread - Pumpernickel,3.54,26.54","Yogurt - Assorted Pack,1.55,11.17","Cocoa Butter,1.09,2.45","Radish - Black, Winter, Organic,1.68,13.89","Pepsi - 600ml,1.56,11.31","Wine - Prosecco Valdobiaddene,3.17,11.29","Trout - Rainbow, Fresh,2.96,10.50","Pomegranates,1.41,7.87","Quail Eggs - Canned,3.49,19.36","Cake - Night And Day Choclate,3.90,4.52","Wine - Saint Emilion Calvet,2.13,10.41","Wine - Red Oakridge Merlot,3.40,19.32","Wine - Prosecco Valdobiaddene,1.75,6.23","Pork - Sausage Casing,2.39,4.87","Ice Cream - Super Sandwich,2.47,19.75","Hipnotiq Liquor,1.08,7.64","Rosemary - Fresh,3.38,30.55","Bread Base - Italian,3.93,29.74","Wine - Shiraz Wolf Blass Premium,2.67,20.35"
563732,2017-06-29,324.29,"Soup - Campbellschix Stew,3.92,24.50","Liners - Banana, Paper,3.89,16.05","Crackers - Water,3.66,15.49","Sauce - White, Mix,1.29,2.44","Energy Drink - Franks Pineapple,2.10,15.67","Bar Nature Valley,2.74,8.01","Pasta - Orzo, Dry,1.90,4.70","Foil - Round Foil,1.54,10.71","Sauce - Soya, Light,2.59,6.91","Bread Base - Italian,2.14,16.17","Lettuce - Escarole,2.40,18.33","Pork - Caul Fat,1.13,9.72","Container - Clear 32 Oz,2.63,20.42","Sprouts - Onion,4.16,3.58","Pepper - Scotch Bonnet,1.45,3.47","Bread - Rye,3.81,6.90","Croissant, Raw - Mini,1.02,6.03","Container Clear 8 Oz,3.36,27.49","Ecolab Crystal Fusion,4.03,33.19","Crackers - Melba Toast,3.26,12.03","Wine - Shiraz South Eastern,3.17,22.57","Wonton Wrappers,3.30,4.06","Wine - Cotes Du Rhone Parallele,3.71,21.80","Mushroom - Morels, Dry,1.84,14.03",0,0,0,0,0
563732,2017-10-30,329.18,"Bandage - Flexible Neon,3.35,29.21","Dawn Professionl Pot And Pan,2.93,11.99","Longos - Grilled Veg Sandwiches,3.01,26.64","Bread - Multigrain,4.16,20.01","Pork - Butt, Boneless,1.86,11.94","Napkin - Dinner, White,2.93,14.64","Ice Cream Bar - Hagen Daz,1.70,13.62","Bok Choy - Baby,3.06,27.74","Sesame Seed Black,1.92,2.76","Ranchero - Primerba, Paste,3.61,15.73","Wine - Casablanca Valley,2.41,9.64","Flower - Carnations,3.79,7.20","Tuna - Bluefin,2.50,10.09","Crackers - Melba Toast,1.58,10.84","Sugar - Icing,3.68,25.41","Veal - Ground,2.56,22.76","Hipnotiq Liquor,1.32,9.35","Greens Mustard,1.92,13.63","Shrimp, Dried, Small / Lb,1.61,11.68","Wine - Red, Mouton Cadet,2.09,13.99","Beef - Tenderloin - Aa,1.17,8.08","Cookies Almond Hazelnut,2.48,12.21",0,0,0,0,0,0,0
338277,2018-01-28,153.11,"Cheese - Cheddar, Old White,2.69,17.88","Sprouts - Corn,1.58,12.74","Wine - Bouchard La Vignee Pinot,3.39,6.76","Nut - Walnut, Chopped,2.90,16.43","Yogurt - Assorted Pack,3.75,27.08","Sour Cream,3.96,24.67","Yogurt - Peach, 175 Gr,2.49,19.16","Bandage - Flexible Neon,3.26,28.39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770332,2018-02-22,179.60,"Cheese - Havarti, Roasted Garlic,2.46,13.59","Rice - Wild,4.01,29.35","Pork - Bacon,back Peameal,1.62,13.52","Cheese - Havarti, Salsa,2.76,13.91","Sugar - Icing,1.61,11.12","Cheese - Valancey,2.32,21.73","Placemat - Scallop, White,3.53,30.14","Syrup - Monin, Amaretta,4.06,31.49","Cookies Almond Hazelnut,2.99,14.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829842,2018-02-24,64.75,"Cheese - Taleggio D.o.p.,2.72,2.20","Sugar - Monocystal / Rock,4.13,16.64","Veal - Slab Bacon,4.16,40.57","Wiberg Super Cure,2.00,5.35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448284,2018-02-22,116.98,"Juice - Cranberry, 341 Ml,1.49,7.76","Venison - Liver,3.82,1.76","Jam - Raspberry,jar,1.87,17.31","Veal - Eye Of Round,3.06,16.72","Yogurt - Raspberry, 175 Gr,1.17,4.03","Chips - Doritos,3.30,28.82","Crackers - Melba Toast,1.34,9.18","Flour - Rye,3.87,10.84","Juice - Tomato, 10 Oz,2.38,20.55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159998,2018-02-18,362.47,"Butcher Twine 4r,3.81,35.73","Calypso - Pineapple Passion,4.00,30.84","Silicone Parch. 16.3x24.3,2.58,2.04","Smoked Paprika,3.78,23.37","Pepper - Orange,1.29,11.06","Soup - Campbells, Chix Gumbo,1.11,6.25","Veal - Ground,2.81,24.97","Pie Pecan,3.61,8.01","Zucchini - Yellow,1.46,8.87","Beer - Labatt Blue,2.50,19.95","Curry Powder,3.62,11.59","Mountain Dew,3.35,12.13","Clam - Cherrystone,3.76,17.16","Pasta - Tortellini, Fresh,2.52,4.91","Muffin Batt - Carrot Spice,1.85,5.45","Tea - Mint,2.31,18.24","Longos - Grilled Veg Sandwiches,4.15,36.71","Sugar - Monocystal / Rock,2.86,11.54","Rabbit - Saddles,3.01,18.18","Crackers - Melba Toast,3.16,21.62","Red Currant Jelly,1.09,5.21","Apples - Sliced / Wedge,3.16,12.21","Sweet Pea Sprouts,1.83,16.41",0,0,0,0,0,0
849865,2018-01-29,530.54,"Pasta - Cannelloni, Sheets, Fresh,2.54,16.82","Smoked Paprika,3.43,21.21","Bread Foccacia Whole,1.46,9.84","Brandy - Bar,2.68,16.56","Fenngreek Seed,3.01,7.16","Water - Mineral, Carbonated,2.57,18.50","Energy Drink Bawls,3.13,26.42","Pasta - Cappellini, Dry,3.07,19.14","Cake - Dulce De Leche,3.52,18.75","Hipnotiq Liquor,4.12,29.16","Apple - Fuji,3.70,30.51","Pork - Loin, Center Cut,3.78,26.66","Oil - Sesame,3.66,28.69","Wine - Lamancha Do Crianza,3.20,25.01","Veal - Brisket, Provimi,bnls,1.27,11.88","Mustard - Dijon,3.24,8.88","Wild Boar - Tenderloin,1.42,9.81","Chips - Doritos,2.66,23.26","Muffin - Banana Nut Individual,4.06,38.14","Flour - Masa De Harina Mexican,2.79,17.33","Island Oasis - Strawberry,2.59,3.23","Sorrel - Fresh,3.15,19.90","Plasticknivesblack,3.53,29.72","Chips - Doritos,3.11,27.19","Sauce - Hp,2.56,12.45","Teriyaki Sauce,2.06,1.48","Pork - Ham, Virginia,2.08,15.72","Rhubarb,3.97,17.12",0
969736,2018-02-19,299.35,"Pork - Ham, Virginia,2.92,22.05","Wine - White, Ej,1.25,3.16","Asparagus - White, Canned,3.01,19.21","Coffee - Cafe Moreno,2.09,19.79","Bread - Pumpernickel,3.97,29.80","Cheese - Cheddar With Claret,3.91,20.96","Jam - Raspberry,jar,2.20,20.38","Plate Pie Foil,1.58,9.52","Salmon - Canned,2.59,5.96","Wakami Seaweed,1.74,3.60","Cocoa Powder - Dutched,1.17,10.60","Pork - Butt, Boneless,1.02,6.51","Kolrabi,2.05,1.62","Lettuce - Belgian Endive,1.82,11.42","Bok Choy - Baby,1.05,9.52","Lobster - Base,3.94,28.67","Cheese - Cambozola,1.36,10.85","Soupfoamcont12oz 112con,1.22,4.48","Ranchero - Primerba, Paste,3.74,32.49","Chips - Assorted,3.51,28.75",0,0,0,0,0,0,0,0,0
885539,2018-01-27,252.70,"Coffee - Decaffeinato Coffee,1.71,15.60","Wine - Acient Coast Caberne,1.34,1.63","Wine - White, French Cross,1.54,13.59","Butcher Twine 4r,3.57,33.55","Pears - Anjou,2.77,22.72","Tea - Green,1.17,5.68","Veal - Ground,2.93,26.04","Nut - Cashews, Whole, Raw,3.26,25.51","Ecolab - Balanced Fusion,2.61,22.65","Bread Crumbs - Panko,1.09,3.28","Chicken - Whole Fryers,1.30,8.49","Slt - Individual Portions,1.69,14.91","Isomalt,3.72,4.84","Sole - Fillet,1.48,4.77","Slt - Individual Portions,2.89,25.54","Yogurt - Raspberry, 175 Gr,3.61,12.41","Table Cloth 81x81 Colour,1.48,11.50",0,0,0,0,0,0,0,0,0,0,0,0
641175,2018-01-28,131.90,"Cheese - St. Paulin,4.16,33.51","Wine - Merlot Vina Carmen,3.42,6.91","Anchovy Paste - 56 G Tube,1.50,4.39","Beef Flat Iron Steak,2.52,14.06","Curry Paste - Madras,1.64,15.27","Peppercorns - Pink,3.68,27.33","Shrimp, Dried, Small / Lb,3.64,26.36","Muffin Hinge Container 6,1.32,0.76","Veal - Insides, Grains,1.84,3.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905980,2018-02-24,413.74,"Crawfish,3.60,10.34","Cookie Dough - Chocolate Chip,3.00,14.90","Appetizer - Southwestern,2.15,20.84","Rosemary - Fresh,4.17,37.70","Pork Loin Bine - In Frenched,3.86,11.57","Spinach - Spinach Leaf,1.75,1.47","Cake - Sheet Strawberry,2.30,5.17","Wine - Red, Mouton Cadet,3.53,23.61","Numi - Assorted Teas,3.32,6.58","Cocoa Butter,1.18,2.67","Bread - Multigrain,3.35,16.13","Wine - Cotes Du Rhone Parallele,2.01,19.61","Spice - Montreal Steak Spice,3.65,18.45","Sour Cream,1.31,8.17","Water - San Pellegrino,2.78,10.68","Chocolate - Milk,1.37,1.85","Veal - Slab Bacon,2.46,23.92","Tomato - Plum With Basil,3.05,13.50","Water - San Pellegrino,3.73,14.32","Ranchero - Primerba, Paste,3.39,14.78","Greens Mustard,3.76,26.74","Salt - Rock, Course,2.93,8.59","Pizza Pizza Dough,2.67,6.63","Wine - Red Oakridge Merlot,2.45,13.91","Spice - Montreal Steak Spice,2.21,11.16","Bread - Calabrese Baguette,1.58,3.24","Wine - Semi Dry Riesling Vineland,2.97,28.89","Apricots Fresh,3.70,36.79","Tomato Paste,3.34,1.57"
271680,2018-02-04,178.12,"Water - San Pellegrino,2.65,10.17","Energy Drink - Franks Pineapple,3.48,25.94","Juice - Happy Planet,3.24,3.99","Crackers - Melba Toast,2.41,8.88","Five Alive Citrus,3.96,16.84","Salsify, Organic,3.52,26.16","Soup - Campbells, Chix Gumbo,4.02,22.65","Liners - Banana, Paper,1.49,6.17","Pork - Loin, Center Cut,1.30,7.71","Veal - Eye Of Round,2.47,13.53","Potatoes - Mini White 3 Oz,1.62,14.57","Quail Eggs - Canned,2.53,14.07","Wine - Riesling Alsace Ac 2001,3.31,7.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969736,2018-01-28,26.08,"Crackers - Melba Toast,3.77,13.90","Pork - Loin, Center Cut,2.95,12.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903225,2018-02-03,138.08,"Chocolate - Milk,2.61,3.53","Container - Clear 32 Oz,3.77,29.31","Lamb - Racks, Frenched,1.30,12.94","Pork - Ham Hocks - Smoked,1.77,5.76","Rabbit - Saddles,2.00,12.10","Pie Pecan,3.90,8.65","Blueberries - Frozen,2.69,2.15","Mushroom - Lg - Cello,1.41,7.89","Chocolate - Milk,3.16,4.27","Russian Prince,1.18,10.97","Lamb Leg - Bone - In Nz,3.88,16.88","Sprouts - Corn,1.53,12.33","Yogurt - Raspberry, 175 Gr,3.70,11.28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674328,2018-02-18,117.46,"Lettuce - Belgian Endive,2.37,14.89","Chocolate - Milk,2.00,2.70","Longos - Grilled Veg Sandwiches,2.55,22.50","Beef Flat Iron Steak,3.38,18.84","Bread - Granary Small Pull,1.34,1.86","Cheese - Valancey,1.03,9.66","Quail Eggs - Canned,3.10,17.19","Lettuce - Belgian Endive,1.94,12.18","Nut - Almond, Blanched, Whole,2.15,10.08","Pork - Liver,1.40,7.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558226,2018-01-31,110.11,"Wine - Riesling Alsace Ac 2001,2.18,1.57","Daves Island Stinger,1.85,16.35","Anisette - Mcguiness,2.00,13.22","Lobster - Base,3.70,26.93","Pizza Pizza Dough,2.75,6.83","Slt - Individual Portions,3.64,32.16","Cookie - Dough Variety,1.61,8.62","Wine - Mas Chicet Rose, Vintage,3.52,4.43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983346,2018-02-04,114.25,"Cactus Pads,1.28,1.38","Sauce - Hp,1.03,5.01","Nut - Walnut, Chopped,3.64,20.65","Lettuce - Treviso,3.42,22.90","Chips - Doritos,3.68,32.20","Mushroom - Morels, Dry,3.14,23.93","Pork - Bacon, Sliced,1.85,8.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666271,2018-02-24,145.97,"Daves Island Stinger,3.39,29.95","Water - San Pellegrino,2.47,9.48","Isomalt,1.47,1.92","Wine - Muscadet Sur Lie,1.96,2.55","Compound - Raspberry,3.59,35.08","Pepper - Gypsy Pepper,2.18,16.27","Lotus Root,3.34,16.41","Wine - Cotes Du Rhone Parallele,3.52,34.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702927,2018-01-27,163.12,"Ice Cream - Super Sandwich,2.11,16.90","Chutney Sauce,3.21,16.60","Plasticknivesblack,1.40,11.80","Ice Cream - Fudge Bars,2.65,17.92","Sugar - Icing,3.95,27.28","Cheese - Goat,3.70,4.29","Sole - Fillet,2.89,9.32","Wine - White, Colubia Cresh,2.90,12.19","Wine - Riesling Alsace Ac 2001,3.05,6.85","Wine - Semi Dry Riesling Vineland,2.45,23.76","Wine - Saint Emilion Calvet,2.44,11.90","Corn Kernels - Frozen,1.44,4.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967354,2018-02-04,80.51,"Coffee - Hazelnut Cream,3.93,23.81","Cookies - Englishbay Wht,3.85,9.93","Bread - Crusty Italian Poly,1.16,9.12","Nut - Pine Nuts, Whole,2.53,20.00","Lamb - Racks, Frenched,1.77,17.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309063,2018-02-01,255.96,"Rabbit - Saddles,3.42,15.88","Fennel - Seeds,2.72,19.70","Vodka - Smirnoff,2.29,18.97","Pork - Liver,1.43,4.29","Quail Eggs - Canned,3.45,19.13","Water - Mineral, Carbonated,2.35,16.97","Wine - Red, Cabernet Sauvignon,2.79,25.52","Beef Tenderloin Aaa,1.12,10.31","Wine - Riesling Alsace Ac 2001,3.47,7.81","Wine - Red, Pinot Noir, Chateau,1.53,15.25","Tuna - Bluefin,3.51,14.18","Veal - Brisket, Provimi,bnls,2.10,19.58","Bandage - Flexible Neon,4.00,34.88","Beer - Molson Excel,4.19,2.55","Banana Turning,2.35,21.99","Cocoa Butter,3.98,8.96",0,0,0,0,0,0,0,0,0,0,0,0,0
789247,2018-02-06,302.50,"Beef - Ground Medium,3.77,33.88","Pork - Loin, Center Cut,3.90,23.07","Cake - Dulce De Leche,2.89,15.42","Wine - Crozes Hermitage E.,3.56,11.36","Beans - Soya Bean,2.47,18.02","Beef - Inside Round,3.18,18.14","Vinegar - Champagne,1.82,18.17","Lamb - Bones,2.15,14.51","Sterno - Chafing Dish Fuel,1.47,7.65","Chinese Foods - Pepper Beef,4.08,33.08","Aspic - Light,3.13,8.16","Crackers - Water,3.72,15.72","Bread - Granary Small Pull,3.69,5.13","Jam - Raspberry,jar,3.07,28.53","Longos - Penne With Pesto,2.62,20.47","Energy Drink Bawls,3.69,31.18",0,0,0,0,0,0,0,0,0,0,0,0,0
269429,2018-02-08,171.56,"Soup - Knorr, Ministrone,1.00,5.59","Bread - Italian Roll With Herbs,2.95,9.04","Soup - French Onion,3.02,20.29","Lid - 10,12,16 Oz,2.23,19.66","Bread - Bagels, Mini,2.77,24.61","Pork - Bacon, Sliced,1.37,6.04","Sloe Gin - Mcguinness,2.65,1.75","Apricots Fresh,2.75,27.29","Syrup - Monin, Amaretta,1.80,13.95","Bar Nature Valley,3.58,10.45","Potatoes - Mini White 3 Oz,2.33,21.06","Syrup - Monin, Irish Cream,2.63,11.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235796,2018-02-01,336.51,"Ice Cream - Life Savers,3.85,29.46","Kiwi,1.74,7.58","Muffin - Banana Nut Individual,1.47,13.80","Pie Pecan,1.34,2.97","Bay Leaf,2.76,7.56","Nectarines,3.82,24.38","Towel Multifold,3.27,15.33","Stock - Veal, Brown,1.51,2.10","English Muffin,2.87,1.35","Cocoa Powder - Dutched,3.75,34.15","Skewers - Bamboo,2.81,23.36","Juice - Grapefruit, 341 Ml,2.82,24.11","Mushroom - King Eryingii,1.23,11.70","Cookie Dough - Chocolate Chip,2.12,10.52","Extract - Raspberry,1.29,1.38","Longos - Assorted Sandwich,1.32,10.01","Cake - Night And Day Choclate,1.82,2.11","Greens Mustard,1.14,8.12","Lamb - Shoulder, Boneless,3.79,6.82","Nut - Walnut, Chopped,1.04,5.90","Extract - Raspberry,3.67,3.93","Sprouts - Peppercress,3.47,28.95","Beef Cheek Fresh,3.53,22.47","Sugar - Icing,2.34,16.15","Rabbit - Saddles,2.34,22.31",0,0,0,0
322196,2018-02-15,42.30,"Beer - Sleeman Fine Porter,3.98,29.97","Wine - Crozes Hermitage E.,3.87,12.33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849865,2018-02-14,268.86,"Mushroom - Crimini,3.68,11.10","Bread - Italian Roll With Herbs,1.71,5.23","Rice - Wild,3.48,25.46","Wine - Mas Chicet Rose, Vintage,3.29,4.15","Jam - Raspberry,jar,1.91,17.74","Chips Potato All Dressed - 43g,2.63,3.69","Rice - Wild,1.37,9.98","Container - Hngd Cll Blk 7x7x3,3.95,35.59","Sauce - Chili,3.82,15.96","Trueblue - Blueberry 12x473ml,1.61,4.51","Puree - Mango,3.06,14.95","Octopus - Baby, Cleaned,2.87,13.42","Lid - High Heat, Super Clear,1.21,3.56","Skewers - Bamboo,3.57,29.65","Strawberries,1.93,13.47","Vodka - Smirnoff,2.16,17.89","Flower - Carnations,1.49,2.83","Bread - Rolls, Rye,2.14,8.94","Syrup - Monin, Amaretta,2.88,22.33","Chervil - Fresh,2.32,8.41",0,0,0,0,0,0,0,0,0
